business_id_orig,casual,classy,divey,hipster,intimate,romantic,touristy,trendy,upscale
BXBUwmkJOGCCvoyeu6DDGg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qzkAbYhcev-tHhuDY9R49g,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Os45emNJiZ2OSR05QPsg3w,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zh2HbHDjagzoun0aPU5oZA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZrkH2I-ct6rYX1FNBhY1oA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FZcBqffMCNRViskfh6eCNQ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
o-i_qNvuEMWPrgOfmoZzvA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PkSdP5AMLi93UTTLKrHGJg,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
n-yw1FfAnXZzL3Uce7DodQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QAnr9-jRd9lqSsE6Nb5WNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O4gToqP-pKXXcn5UaYSOmg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tJ7P-PfZjsvhj1tnEDHdXA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P8t2qel0yuD5stb-XZpIIw,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2MOCsLOQVLcz0Ymdc6HjAg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b6kJapy143QnbJieVPOHOw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4J6-dOrrm4sBQypswQ555Q,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
KlCyaYw8av6Dgzo3tYq1EA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hjmlhx0xoVY5dsQ9aZXO6Q,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
wDXgrQiWtSf0bHQWavcU1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xl7TfBEcAMtUExMqWFKmJg,TRUE,FALSE,,FALSE,FALSE,FALSE,null,null,FALSE
FbbfEh5sbRrwZZjWtOYuVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CszEZjCm0-g-ZyPvdAdNuA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
twCstV_Prnt3KOOn9sPhLw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0obCEBwWDe6n5_k4liptJA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85_jOK8c1qyQlGXmpyPlAw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69-tXtqcihNJbCLmzTtGYA,null,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JIBJ_1aH_gHgbLnAIX5hEw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
UAYCq0BHeHLYGCEBslpj1g,TRUE,null,,null,null,null,null,null,TRUE
kdPPNIN3OYprAYlOXZsD8Q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
_4L8TQ_3TyaIOcPTkNiAQQ,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RkQNtpQN5amSm7h0h4aUbQ,TRUE,null,FALSE,null,FALSE,null,null,null,FALSE
W7Yfnj5ZnHTuhzDXbLJkOw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
oUMvq2e7GDm8mL-AR02MxQ,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,
6orZf1tg8rY_znng-YKgDg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tEwk7uR9qt7sq6IRIyU_lw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qdj17VZKlCMF1_oAt5qIGg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1xCpZid7gMPQQXoeYeJJSg,TRUE,null,FALSE,null,null,FALSE,null,FALSE,FALSE
EsRQQ2Bji-LYtmyrd-zp2w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jx9NEHpCiyfDYE7kZjKe5w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
qs66yoM4bnr-t3A8qBrNEA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d9yW4OLNczqKGlXfE_AGrQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rPlQZkkQk8zp4T48nbHsRw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE
V7AlM83rjdUwKy-loLS9Gw,TRUE,FALSE,null,FALSE,null,null,FALSE,FALSE,FALSE
J4xKHIdGD1vFpKag1wwnbg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9oyXqUcPnOCqoAuAYxM8lw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0ruvBtiO-xjJDDorhKkS1Q,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LxzXzDHQIFeBURrkohQEaA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
M_gPYOjiR1Oaa_wbGLjCtQ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
qnI1XUK6AiLUduZAeoxAvQ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
NQRjZnEpuH3vf2PaVu9S8g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C-X7fNnoT4jF4I_2BZH0TQ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
YwOLTSix9B7zLJZ_SWiRyg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Z0L9gRLAD6wUDKacHWPOYQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3qF2-jVr5ajt5ZeX0BtCCw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
r84et7L-macGgb4Z1RDnpw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cuUAZhrX4JQoqpgrJe1wkw,null,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jxND9Fw2MVX_1gnOjpKGjQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
x2RffV_HEZO36ZCKOWw_qA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
F93pxMXBmbUZec8wuByxZw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
exoKnBJLHT_QLxAxPVHuDw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NpUCIEj6uKexrylTjuL6MQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xzWZaCJFBo2zCJherJEG7w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bJJK4Hgzdedu98FgtKi56Q,TRUE,null,null,TRUE,FALSE,FALSE,FALSE,TRUE,null
1y8P6ebK7s8gqGIz1EfBJQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oD7ynKV1nt2hX5ch6TodKw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RKwE_s7eY9FhGLEmSOhStw,TRUE,null,FALSE,null,null,null,null,null,null
ssGG38E2Fi_v4oGsfBHhew,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
iMWq8cio5C__h0RBU6PoSQ,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qWFLwBukgm0TP6ac1a0BZQ,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
md1SMXorJxj5VBPRCQajug,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tNhvsTqW-djjTPFTKBZInQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AcBvY2ujUqOvw2jS_qY_fA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
SV_COPihXe0Tp-6jd1cDiQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hKNs7juB_OMPoBRzFW3oPQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OZNiGCxuieI8HsaOv6S1_A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
L3aBtiVp1Tp7GDEPFwkIZg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SpukRwJI5qn24aY3jLaerg,null,null,null,FALSE,FALSE,null,null,null,FALSE
-SBq-0X2qPKuIQy_bruTxg,TRUE,FALSE,FALSE,null,FALSE,FALSE,FALSE,TRUE,FALSE
N3e86mfPhohtiC848-CzOQ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
vCmaZTIxGmLJqh3qC2kL3g,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8vkVpKegtSQOpo3Tfs9Kzg,FALSE,null,,null,FALSE,null,null,null,null
itqW3t8LhYjWvjZDf-HkhQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b6ABmwQPFMB21S9wm_Lv4Q,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uym2Gz2zqdB-c2-LbQs-JA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HgwzwG9KDpwG9dyp04j5xA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6rH10r_XIw29Zz9P1xdj3w,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
el0_DepDSyeMvYpERoRKVw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tz5LSGFHjDyFShIBFYSMKA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NiACGUaWxF69vpdBEGRb1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
u6I2U9bZ3iDcG2Kuu3GDZw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ns5HVBFqtEvpVyeUqx2LYw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jsx6tci3IBO9M6ZmsnFEGA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bYA4CzM3SM56ADSaDWUpVg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RlRDnjZjQuS08SSJj6qsrw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gaft1_eyhPt3_zTgTJk8wA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0Rtn17pbFo1QJPsh1v305A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6qUnBZJNA8UebT3LA-McDg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sl2d6CgtphU2lh7YY_KgZA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yMkLJFMaDQehdpegV64lAQ,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
l0ENSatokM_2xVPDAEeIGQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
SRAk-h8MK-zGdda5-H7nyg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JHYOusJBXe4wW33oJoEtzw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
u0M4hWvV3TXDlVSjiGkhPA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SEfqEpEzDbzWmTJd5qrcIw,TRUE,null,null,null,null,null,null,null,null
6hu3qdQZ7hIUSr9McDc26A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9f0gHHCWKDewrAoOeQqVYA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
o31hwBUWBmpkv_PWld7RKA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
He-iIN587gn87HwoZsYuUA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
39CuPEsMiw0_8cJk_NbUeQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hUtHCfGeHtpevoEhVEMlXA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hYsWixoOK718LpVsw0WLSQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gPey6VwxC035gkWOJkSUqQ,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE
CzN-Nozj-x6rYU1cqSKHnQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97xHLv4MjdxHimvJ4VHpqw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Z0joqc5dx_jViifGHea8yg,TRUE,FALSE,null,FALSE,FALSE,null,FALSE,null,null
uXpzLZTQzGYT-yIPV72joQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oK8faBbFPTL2wyAKZmx_Pw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LrTid3HS7Q_zB3rkn1BVvQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uqgg8mTTjzzfS4DcNZu6kQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vrsi4DnsDNI6yLHxK37LQQ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FU51WelQcc09P9DJwoRmyA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NJLHfR3A6-nevXusAarm4Q,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3MQV2-3rD06slDijwNT4dg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PqCoT7aEf21gQwescnE4_Q,TRUE,FALSE,null,null,null,FALSE,null,null,FALSE
6h4NyoV8geX_aakYKXjoHQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hh8CechltV301Uv-DTzWJQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
F6AaT6EbPPJAIVpiw4wR9A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5TqFVll66nkQiCT-WOunhg,null,null,,FALSE,null,null,null,null,null
a8NmDzCDPnRHLm27AaBOkw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1x7mQvWi4f0kyvKU4z9o2Q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lxSisZD6LRBHgtrXbYl1Iw,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE
UqqkI-YNmfpng4BKj8kxcg,TRUE,FALSE,,FALSE,null,null,FALSE,FALSE,FALSE
qlUamBOy_CVRQgDOuVyQjg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vjx_lLRImGPZCu_B7arMOw,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3S53mZmxM5ktEsrw_8OXxw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tBYvSXdYG9DxJczMN-ep4A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JzlX-_eTIPEe2Ntytg1PPw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cgrAaI6_VotsK-H7AzFi_w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZRTrsVnBbI2JzZb8FRlkuw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NlxY96R-E9yX4lFNJwf0cw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
zF5AygMilHcvOArRQSqTdw,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5t_5B6cm_lc6MbGI246JmA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-6nTuQ3i5f-JJToQlFJGaA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
r2j_sB6YvvJSR5XJK0J8LA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#NAME?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
B_HhfnTojHszeC6jhCmJtw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
G3CxSpcG9PKPtGQweVvtBw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K1nbiOrySlw_-XG-3NmErQ,TRUE,FALSE,,null,null,FALSE,null,FALSE,FALSE
VSia41Z4ABBGVLFBvy8xCw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9sy73_kHKsD7D8W0wegYEg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
nGgv9UeiGupx93kKZnaegw,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38Q1lHLw5MV1JXOvJ2KGyg,TRUE,null,FALSE,FALSE,null,null,FALSE,null,FALSE
eG-UO83g_5zDk70FIJbm2w,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hkduXqDA7Ssmb-2hqpGMDg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPWShBLaJZSTkNmRe-EM4w,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SBWapYMa859OepbDBpvGPA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qrg00zsznO6l3ejjtV0HMw,TRUE,null,FALSE,null,TRUE,TRUE,FALSE,TRUE,FALSE
GipV7AklSEhxlq_uwhr4HA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9CHfCICGflfZr1icnaqg-w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gm7pNC5fUs6PKTSXR4zekQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
w_QxwYkmq9X59ueI7EHE0w,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
i_zq9pPEaNuOkLJqYWSFHg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cCQOBcN-Z-EBoK7B3LbuPQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kEJ6921H6CG1D88SGnOKOQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Svkq-38FAVRJFtry2RZEtQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zo9ObUigNPTmd1TgO1Ev0A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TpqhlNqf-yh2FQKqIyniSQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WFMr4GqwbS117puOwMPuqA,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE
b-IdLFNWeaQWfewMQpNY5A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4QrmKGIU28moKENvZqrO3Q,TRUE,TRUE,FALSE,FALSE,null,TRUE,null,null,null
iXV8v0gJRG_IzzhAD2HqpA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZDrW3qZbzd2_gwPtsVcyg,TRUE,FALSE,FALSE,null,FALSE,FALSE,FALSE,null,FALSE
UljF07-uMB_7br36Lht-kQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Td0iIL7ZW4XqWmF0xn3IHg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
asjDOm38OyRz2cO-fRZozA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kU3Hl3jMiCL0f5Ykz6kNoQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DN9j5hAmoRwwJ19LEOxfDQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#NAME?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QRY1WEOn0Y0m3qg5p-xglw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XDzyULV1jpD8kTGirKdEMg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4ZntMWDgaefTtCUamq0e7A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
l6IMYIiaSoo7GsLH0w9g6g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
_rzRkLiDjKXMfmuEjux7vA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hc9l2eLAGTB4lZJI3vRoPw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
aKvu62EcEWcHgGArrf-d8w,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
nwbRTrr3uaRFeUyFLgvufw,TRUE,FALSE,null,null,FALSE,FALSE,FALSE,FALSE,FALSE
hTLmscgRnPOxzRheVqEPaQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VRIQwLCLYJqzmxzGCUUPOQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tbfbSDu347UPplagdAVuIw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0NMKb4H_FSMvQyRLyuGyFQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nfcr5dgObffbMEBZg8WzPw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0D_AIu9SOydgBBCgoV8JSA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
-3WdGZdZKHbi8-KorPggtw,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KWsZ8wIvn-82wEmmqRZHOw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d0fOQvI79OMss1dbGUSk2g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2BT1-wngnceqB398iOP9Bg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lnkPbJuhAJJUadzB_GAWpw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7PTbrbc9dAnnKtGbCqJHwg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mdiPEuJ_7iholepYXZ1PEA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9FnImNw7HQNFyCKfYNrePw,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MzJXPxAigAR-4eE60lvMDA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ps5uyZwxwIf3X0AOiV4MzA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A--_gxXUMp4caZzQlLPLoA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O-ETJU2CUxesS_BaucWQCA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rY2VkMS4wWuJTrRsk32jhA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LgQH24NAd13cfT-AqEiQAg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
v6715hqLSp_bD5U5Cze2xg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GS9-m1zb-8dvNP-mN22PzA,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vMnPm1cPdcypnOt2ReFiVQ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
#NAME?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
pWEvUo4JWXohCVurC6U_Mw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tf0MsI8C3_8fEB1mnEDSCg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GnpfyDdPFVNDcygyrfVT-g,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Kmt5EPso1kDc-ofOnENkow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
