count_of_reviews,stars_double,business_id
0,2.5,KLuG4mqdOoGx1CfssPre0Q
0,2.5,KMOikmIKXhIJGvS1O1XnDg
0,2.5,KNq_abFt4C9Y9Os-HgJLuQ
4,2.5,KOF_K8MZRbmRM-W0_t1vVA
39,2.5,KOR9b08XtaUQ3ipBwt9dxg
0,2.5,KP8Ma9068p2-8ENaE_luYw
81,2.5,KQwMtL_yIPe4LYRiOSJazw
0,2.5,KRZxbaqYLaTRJza9YUSplA
45,2.5,KSHvKY3zHxiPEg7kbClk1A
0,2.5,KUh4_gXJp55Wy0h8nL81cQ
0,2.5,KUhP3cg7tS4K0NnsNp1JqA
0,2.5,KVRKp2fsg6k0EtOn_0JdoQ
0,2.5,KYIZTmeRmRV7elX80a_EXw
6,2.5,K_H_9-amfQeupBlkBP8GNw
0,2.5,KaBMieCJx7VPyESHk3iOpQ
0,2.5,KaL88OmA8UFi8HTI1OTizA
52,2.5,Kd-NQ44Stn2bWpOf1Hal9w
16,2.5,KdiDA3mtTZ1G_gu9uoBHBQ
0,2.5,Ke-l64jD_2V272tloF2HHg
9,2.5,KfMtlPifyJfbSAYdpQfvXg
35,2.5,KfgcWODVfYCNx-aLpdh54w
39,2.5,KgS7YCzAA03az53GZcp3wg
16,2.5,KiF2fmWrS0b6SWXjM6ygxw
55,2.5,KifAjsQoVY3YcIXtpEJYAw
6,2.5,Kjb9g_H7_iuXFyqewmjngQ
0,2.5,KkmKRd4p82CZVSZNEjir8Q
54,2.5,Kky93knUdq2p6IYu-KRwQA
0,2.5,KlbHsK7Z602wTIUrFoE4Lw
43,2.5,KlcyYdUv2Krc7rf3mpndvQ
19,2.5,KlodrAcu34cGTT9ZtDyocw
61,2.5,KlrWRdOGOEVpbuqvH3WNWw
0,2.5,KmGiWWaMFsVz5CFNQJOeRQ
0,2.5,Ko3qIt6t-7Sb6SDVs0XxPQ
4,2.5,KpPu3q3jzoC6mtUw2PwSNA
45,2.5,KpdYtK2KtLxEzYNW38XKZQ
0,2.5,Kr-ZajN5IuRnJij08-SXZg
0,2.5,Ksa_uRITU_oTzLsNWxeeGg
0,2.5,KsdQHdr9lWoLauqVLHem5w
0,2.5,KtUdzgwFhHqOjBH0WwK2Iw
0,2.5,Kui_Na6_C7tS65vu8l6m8g
0,2.5,Kx1_3hlWJwztNrSaFKpRlg
27,2.5,Kxunwyf7ux90OR5RrRoRWA
0,2.5,KyX0Btm5r2IaXHUIzbYYVA
26,2.5,L-0dJJwu43_Menyj2oajgw
39,2.5,L-OeUnd_coHP8X5Jdi24ng
24,2.5,L03GcUHC00Wdzpfv_5dCsQ
0,2.5,L0JnCRD2Unw4utPQ-Mc1ew
0,2.5,L0PMvNw6EmUkqhLSPG4ggw
0,2.5,L0TKa4p5EDKECDdoZaNpew
9,2.5,L1a6Ks_bnhRvx53j5Te-xQ
0,2.5,L1he7H2_XC6j-70dTE4OMw
0,2.5,L1wnqVObAZZIeGDzjlcK9Q
0,2.5,L2m0UIfhFOqOTQcSl4AKDw
93,2.5,L3BgzTfXbWF54tzuBUpjBA
0,2.5,L3P3wktEKtaPKlO3QtHdiw
85,2.5,L3uILCYvEbXZA-mgDcSmRg
141,2.5,L4NVay39D3YtL3LR6dckIQ
0,2.5,L53qlFoFNJmhocqyg11Liw
0,2.5,L5ypJAKXxbEOl1v5IkcqjQ
0,2.5,L84nzuk2_EVeru3SUyjOZA
0,2.5,L96Dh7zT9lD9ygE-VRIvgQ
0,2.5,L9dT7S5vEQhfpDrwMpUZSA
0,2.5,L9g1ZovxpfCR3OEGUK4wug
0,2.5,LAyf8opR9hwGJ8G5MvxMHw
0,2.5,LB5jzOXY32_QkxNbTIafcg
0,2.5,LB6ckBG2WiIf4fOvCyz1Ew
99,2.5,LBRLYS-mKA1RP-HfeE7Fnw
26,2.5,LBYLcrcH6aAliVIlGUddyA
35,2.5,LE7ySjUsJYzz7c__3qN5jg
12,2.5,LFJ8neDMrL0gW5pCCUYMBQ
0,2.5,LFNi1G4ogUiWjAhjtJnkzw
0,2.5,LFNuq4FmFNO4b09m0CFOCQ
24,2.5,LFoewbPLDKedH54xMzvgow
0,2.5,LFrkReNXuwOD3HAn0UOMMQ
26,2.5,LFspzr3KLjut6I2bt4IOJQ
12,2.5,LGWBM6TAQ5hk3W7MdlvcPQ
0,2.5,LIUEp2-jJc9xyA3wKqVflQ
11,2.5,LKxG4MI37RkVdSTocqznfA
9,2.5,LLEtk90lW90zdehVlDmW1A
2,2.5,LLNEyTVDxTX-8IX_zGbOxg
33,2.5,LLZBXU2OKVKte-MZlV5VOA
0,2.5,LLwOpT24KNzyQO48jtlgxw
0,2.5,LMJMD-ShYOsbysBBykqqwQ
106,2.5,LQDzRjmXbyFT7PNkT7TV2w
0,2.5,LQPi5Wr18G0iK0uMUe82pw
64,2.5,LRXAEAeCSvlMqYhAaR_ehQ
0,2.5,LTHW4aqT3uNeRm5UhfbPDQ
54,2.5,LUqK6BXPYpG3zAa9tsW5hA
0,2.5,LXLJ86gl95b2VaMeTDo5Lw
5,2.5,LY4okO3SkkWgWYFhxmuUTQ
56,2.5,L_9c87O9g8HK4rBDuyN6Og
9,2.5,La43AS6TUX4U_TaxaIarKw
0,2.5,LaZYlDOJdzETrC9_6F996g
0,2.5,LarCeYax3B1cP7nLf5OPdw
4,2.5,LeLUP7joPD_lKhnuT5lEww
0,2.5,LevDtzfAPphQvaR22Gyvnw
370,2.5,LhTeemrRaVZys94YtzoixA
0,2.5,Li9HIYNmzp3LOg5BKBWPYw
12,2.5,LjqBgD2djDOziC-S-_5Vlg
0,2.5,Llst7m8NRHq-RN1hzeqbXA
14,2.5,LlyTBgMPvZPoI3Y5hfeNBw
0,2.5,LmY_AOLkJ1D5FLO7AeRnkg
0,2.5,LnGlIC-cJXHSkPLbGmbsrg
6,2.5,Lol5j0-IbXYBcdJCpM79Kw
0,2.5,LpdjM7FKvRBto75WLAnTqQ
0,2.5,LpwkadqKTvVhm0hzIRF5pw
194,2.5,LsNOYkvWIbpROu-1Xkv8Vg
0,2.5,LtIggtB5tZ7tNiO-YfkIYw
62,2.5,LuS8GvL6VAMv9T314BjHCw
0,2.5,Lvg9n436W10vcuwDfSvAmg
0,2.5,LxPxpXsVZ7biOeWwK2ll3Q
21,2.5,M-RVeywW_AaJG1KEsit8NA
0,2.5,M05-ieSKxP6dMCT2VI0pbw
17,2.5,M0PkVLXpUM0rgt4MXVL6TQ
39,2.5,M0UsGvO35OBv0JkdvPVRog
6,2.5,M0lKbwesQoWkRgLUXKEjFg
65,2.5,M1EPAGuThgowbBohUs-eVQ
17,2.5,M1kP4u3OmtUEW_9ob8ZH7A
0,2.5,M2H4Xs2XRlLFTC-0Epa0zg
0,2.5,M2bvVA-eZRqcbM_4-eKqag
22,2.5,M2v30GR2upnlAuX4rdNzjQ
7,2.5,M4_ao7kwUSfyxmFHU092ug
9,2.5,M4crD9ySNCYcVF28nWUOoA
36,2.5,M6k-l20vBY8jWxP7I4Ia3A
0,2.5,M8dVJHKonODgSqh6Eod6rg
73,2.5,M8p13BSVcM-l6gIBUxqkxQ
0,2.5,M9NgKmwWIZw0iAO9UxLgtg
7,2.5,MBWyz5wKqB3ixmwWknjmXw
47,2.5,MDsigaQz16cS9OyP7mKsWQ
0,2.5,MEy1wLWSGe1C1p8B5D5CMw
33,2.5,MHg5k9DrvXHkshw3eUiWQw
0,2.5,MHx0eqYHPu72dxjoU6cMMQ
0,2.5,MJ1qkJSFLWAil3DBh2-Eog
0,2.5,MK3L2zdQEjxrWV_teBXLrg
6,2.5,MKxf7mV-Oj8-4Qh8ePuKkg
8,2.5,MLK0EDzM2YoEtXmq5r1DTg
29,2.5,MMLyIZft51kNCD8HroiEtg
18,2.5,MNyUYzoKMvwe7Vu1M4kd-w
0,2.5,MONTIOoeU3apx8jaOlHNhg
60,2.5,MQbDr4LwbGWRpfv4EdBTTw
74,2.5,MQwdNMAuqyvM4V4sfTsJiA
23,2.5,MRpSSoAXC43yDGlCjERPiQ
43,2.5,MSQKO9kDBs8r5sDulfUzMw
21,2.5,MSfzCo976cqNy2pkx-OETA
46,2.5,MV08b_BkppZwDI-Vw3Fe3g
0,2.5,MVJ8srfEKi0feA1hFwQaGA
17,2.5,MWMaqb-PfiDDm5XVZk-zdQ
0,2.5,MWm4tqceixb_lOAkuQtwrw
13,2.5,MXs7jBOipRz3_STJI4N3Og
0,2.5,M_6C6kc_DcDRbySAJOOvjg
126,2.5,M_J_UmFtZBizm_cI8iAx-g
23,2.5,MaMGyV37g2w2JEYZUgOeNw
60,2.5,MaMIoE2rkh0deDmI7XMfIQ
0,2.5,Mc9K7BnbC5iOSJIFcOXIyA
0,2.5,MctlR8ddZz8_7dYdoW3JAA
0,2.5,Me8dyHg0xP8HIBm_b-4pXA
0,2.5,MeCDKohNkVeCcfC-EZGg4w
11,2.5,MgEgZChIYs4H-v6xRP9VtA
0,2.5,Mi_ovBLOi0qrTlgpper6nA
284,2.5,MjopvJwjCbOtsLvkUxUZNQ
0,2.5,MjzPfmuzBpAEOPPNs6aycQ
12,2.5,MkIyl5acRW_ti97x0Tkwfg
0,2.5,MlYjmHj4A5F57Ey1a5U6xw
0,2.5,MlYsf6hfnLZQw6vJKX__Sw
0,2.5,MljeXyXngllES6u6UaERKw
7,2.5,MlsWXroTxA2Yn2ccD4eILQ
86,2.5,Mmqs96ILJCTB_kQvChiOpA
0,2.5,Mn8nBTX4aUlHcs3K4ZwDTw
98,2.5,MpU25MEiXrZEbdA_eaybNA
0,2.5,MpZ9c7u893T75WHlIE2P8g
2,2.5,Mq-DDp7Hyl-tflW3gCj-4A
0,2.5,MrN1UHWh_JUmQpzKR2P7Aw
5,2.5,MtP2vdg9Xh5iGHzn2SDX7A
0,2.5,MtQWSMqPZrWBp7OAOvjRKA
0,2.5,MvPYlGV0LNr_mAYfyHxhwQ
10,2.5,Mw4DN42wu5PcrESZnCLv1w
30,2.5,MwwMqFL-aTJFtxR5eKmSaA
8,2.5,My9amNnVRJpbjJCZvUqzIw
45,2.5,MyeC9szDU-_Xz85l8yPfhA
113,2.5,MyiJmfepzaVr0i2OxHQqOA
0,2.5,MzIrEXhiTALvtSfXOvheKA
0,2.5,N12cLRIr-OsDR27mkU6huQ
113,2.5,N1RZyYPbDvKINNZsqg0VPA
72,2.5,N24cTh7hl-Cpj5IDJRNqqA
30,2.5,N31Vex7z_gckdhAsq0uPxA
0,2.5,N4UgMnwGIZoQoKjNExdl8A
0,2.5,N4lw9FHO3eSDAwsnAWSj0w
78,2.5,N6usNa3_rcYOb8NQ7-Wq3A
0,2.5,N7vynmTXe4t6-ofD8yTEqA
128,2.5,N9EqqB6HFuSe1Ttd-jNPWA
24,2.5,NA5R2Xu6hhnYDv7aC1yj3w
0,2.5,NAaSpE3uxMl6DYh_AQ1IpQ
0,2.5,NB0z7o7Wc6v7Uaf-C57mhA
51,2.5,NBZ8U_8NnXEdH_1N8NAT1Q
0,2.5,NC1gRLu91M130MmknqM4VQ
0,2.5,NC5G1a-ai8tLjHLhwAUkVA
0,2.5,NDmnlSPo3gN6FWhZav5qCA
15,2.5,NF0ZJPFMJ3r3oQYuJi5xdg
13,2.5,NFB2vG2qhjHrbRYU2woV3g
0,2.5,NGlljPlU2TDdKJPIbXSOAQ
0,2.5,NIejzWbhUZmhM80RpNAMuw
0,2.5,NJsc7L2IpGZtcAkJp0joTw
0,2.5,NK9e9cFz3QolIbIC5qKPhw
28,2.5,NKwwY7LWDUYv8bysXwe0zw
0,2.5,NL_Tg1VV5d9iztDqBrw5jQ
0,2.5,NMsNXqbIYxKcLl6_lW6fYw
0,2.5,NNHDUrUDdSeju1j9THwClA
5,2.5,NNMkH-eX2XUYt5niQTxdMg
8,2.5,NOQ2Su9JwaSdPve6fWtg5w
8,2.5,NP9jDuyCFXb3mZ3TfT03_Q
0,2.5,NQJV85VijBQpKHWqmqQOkQ
5,2.5,NRRHgqIaBesgI-NMwlk45w
6,2.5,NS0O37Q0wh2oDfrAeT1akQ
0,2.5,NS5OAtvPK-mbCqy8QhDZsQ
0,2.5,NT913I9pSkp31M3pCdt5oQ
0,2.5,NTnYdIGt5up03hm_hyqLBg
0,2.5,NVmofln-FUnSnQT3YT4w0Q
0,2.5,NVofN3fRewOZ1SY04F2DpQ
23,2.5,NWFzrEn9UzBJ_R66wat6xg
0,2.5,NW_g-zxLNj3feYOS-SbNKg
10,2.5,NWfJ3CDMsmTMGLuR-81F1Q
33,2.5,NYCTCksLN5SKyXucHEWGsg
27,2.5,NZFt3xW1JttDoe0ca-Vd6Q
6,2.5,NZefTE5qCBimlOKPWwNAJg
0,2.5,Na1zb2ndgZVApd1IV-Ti8g
30,2.5,Nb5D82PuTUL1DdT6lLDPEg
5,2.5,NbgRNdn37FAX_c3dQoWkig
80,2.5,Nd-b8oEBpI7aRl3z_59oNQ
25,2.5,Nfcr5dgObffbMEBZg8WzPw
0,2.5,NgY3IeV6496ciEhzdfFayw
14,2.5,NhA8Is0PkzEaug-nGgut1g
37,2.5,NhWrb0KD078emSPr4gbt1g
0,2.5,NiirH0rlLWomQXv-3LUuGA
0,2.5,NioWVwyAwxxsKbAo-5J1Ag
0,2.5,NkGEUzAjFRCwmoxQ_k2CNQ
36,2.5,NkrHX-vCQ-FODI9ftRusfQ
12,2.5,NlSSSAruR_mQ77TzO7r7QQ
0,2.5,NlWAhZj7A-QV7NO_T_FbKQ
6,2.5,Nnx-Rfg2RR7feJkeT6F_dg
0,2.5,NpG5Gf2Po6ew1y1BkSv0TQ
0,2.5,NprP2naEmVi9-KpDTNr2gA
23,2.5,NqLiTOp3wFxmFPqMa3-DRQ
185,2.5,NrAteTsu2A0rRL1QhFlymg
0,2.5,NrF7c5RtdFk6qoC36ozEMA
0,2.5,NsjiCO9PXLMpgPrgfCdUQA
0,2.5,Nsq2-Fp5vOaWS0Xfm4J3Mw
0,2.5,NtPuxJltS0Y-noYNV6n-fw
0,2.5,NtXLp1GiEN5y9pYugQzn9g
10,2.5,NvginHsiNGdZdNJ-YYUT5w
5,2.5,Nw5Sb_CQdKbPXf2HOjpbZQ
48,2.5,NwR9mu5nzbJoV3FL9diTMQ
139,2.5,NxSI7wlm6_8QsCml4e0L-A
0,2.5,NyaFWcHkX3hiAlI-oS-5mg
0,2.5,NyzGMMgQazFKnpR0DwSjeA
58,2.5,NzOeBkZr1Zd0XJ-rBihADQ
54,2.5,O-rrKieU47NbyXkLYjNEnA
0,2.5,O1J1nnYmCyhCc9TI1BY7YQ
40,2.5,O2HsuGjq3uRXyenrisV59A
0,2.5,O2iuPpLmX1-DYqlBlv21IQ
7,2.5,O3Lb2cyQBXFJ4xQOf41pig
8,2.5,O3UN6GbHF5tmrbIO9p_7oQ
25,2.5,O7tdc9wgcHBIxUwtfxohtg
66,2.5,O8P5wnK71ktqsFUKJc7ivw
13,2.5,O8TwLlqUVmo77D3-cGHZCA
0,2.5,O99l0H5N3PAJmMSf6pjoCA
0,2.5,OByeJPOz-WEENn1HuMVCtQ
28,2.5,OC2bWcsJqhBHKowi8smMgw
0,2.5,OCNG504ReYKwGu5hM9aEhQ
0,2.5,OCpEpAELc19naeCH7nPZBA
0,2.5,OEMvpqA788FR7oce2hKeOg
84,2.5,OFKwLTYUbJi8MNhuijdhTA
0,2.5,OFukoaeEMdEGUsfVz-VRpg
0,2.5,OGtBZa_fwXk8UvSisuw62w
0,2.5,OHvpV35D0CBIMhVWz0vrpQ
0,2.5,OIVAJo8QryN-bJOjOvxkVQ
11,2.5,OJ7UbFg71O6pVStp_CuIXg
0,2.5,OKCnzJt9ahdoZojYi-Lvsw
9,2.5,OKiR3CeT6XeOImNK0Qoc9A
0,2.5,OMwUg_X-TBYdjmkUFsGmiw
100,2.5,ONZ_S_pEcdv4yT3uw_CDlw
23,2.5,ONmT2I_3So83pdTcR82YHg
0,2.5,OP34iPKglXl0HcZ6YT-CRw
344,2.5,OPhNfjHwEPxGnY4hyjoD5g
0,2.5,OQnpTvbs2-nor4rk77Og9A
66,2.5,OU0827ksEwt00J13FZROrw
7,2.5,OUSy_2MJe_Z-G9bSc2_ezA
0,2.5,OVK6zVKmLk-sRrS3Dp81pg
11,2.5,OXBgj55aiSN3veSV1Vd-0g
7,2.5,OZM_XxddxWLSkvq9MjclgQ
20,2.5,O_BAT_rvszHYBNEM6z0tcQ
50,2.5,ObAiv64drWXY0ADU6paycA
146,2.5,ObVfDOaMLPC5-bDZtP0xEw
17,2.5,ObuUCp6i4VS-aoegXIQu-Q
18,2.5,OcR9s4XM4GqGibyxVG4ZTA
0,2.5,Od15Zlad-YWm3jQu4nVaaQ
0,2.5,Ofa3h8LQ1DrQsC8kojbSJw
0,2.5,OgUgmiHV9wwIAx-OLK4xDA
69,2.5,OheZ5wmPvnE9l3GgNz3pEg
15,2.5,OiZaSl3GFNXIkVPaPUX69w
0,2.5,Olx0KSgJ06CYpN1NJQkWcQ
0,2.5,OmBwzODx1czbFeGhnEfu7w
0,2.5,OmC8w8_IGQNprNWHnvP1cg
2,2.5,Oo0XRiHvzsUZiONBQaZUnQ
8,2.5,OoMuXAsByjf-f-BmioF-pw
0,2.5,OpVxnzU0O5psggp5QHqwAA
15,2.5,Oqu50h3dNuiteC7xxjhTCg
381,2.5,Or1equYHL3Kr71L-D-QjoA
0,2.5,OsczDcGceyR4GunP9Xw23Q
29,2.5,OtY2kkYpM3tMLN_2Nbfjng
18,2.5,OuMLvQySDZ-wL4MCxqwcPg
0,2.5,OumSDomEoadTDaqWRqQ4Xw
5,2.5,OwCHVMXsuuWPoCFMsFxU4Q
0,2.5,OwSPe0EwYj9Tmmg8fCGtsg
4,2.5,Owv8dHm7naQeJq_VidqS-g
94,2.5,OxH9rpwmbcyRnvmfjS5-bw
328,2.5,OzHvw4etyTwI-3b86iJHUg
15,2.5,OzISXc_Lv9m7DBIzk4qIJA
117,2.5,P0WjSyL-E53e_CyYHvMCMw
61,2.5,P0lxG-SkhAi0Ocs4Hm3u0g
16,2.5,P1AFa2xcI6P7Y8c3Ez4vwQ
186,2.5,P1BCfbtPZFRC8YwaOaxUvQ
0,2.5,P1axhsZjpKKXlrC0KL1p7w
7,2.5,P1x59q353zYLXIYzr97A_Q
0,2.5,P25qhxrGnD7Frg7dQpudSQ
32,2.5,P2VceFMPuF35fli0w9PAyw
0,2.5,P3zPZKtBRIugg5l71REr0g
0,2.5,P4XfCDEkqCQLH9W3inXAHQ
0,2.5,P5RXmvvVgsbuYX2KXPVOHA
0,2.5,P6RRSjIli-m2eCFGosUhaA
0,2.5,P6VbBg5uNhAaANcpwm2cVQ
7,2.5,P9xYOgJUFsTF8jKnmeqGBg
0,2.5,PBeXcw3rtKNO6RPltTdL6g
0,2.5,PE1p9J8ht_TSavesS3WB2Q
0,2.5,PF5wXe007WT1Zyt3XWKIdQ
0,2.5,PFD0hQ5C3v_zJe9N4D-hdw
39,2.5,PHCoo-cdQjYBjiaEWlLgtw
53,2.5,PHUnbOIfbK-SMA0YjDOtuw
0,2.5,PHruNwRZ_RmLi4uruU5OPQ
10,2.5,PJTTTs-yAvw7wIpF59QVkw
0,2.5,PLaBT-_9goNTA0UJm7gT5w
0,2.5,POj6t4KnEUAQiyl1pjnotA
18,2.5,PPfYtjwGZha9KXhcuvIXEA
0,2.5,PPw9qKu0a6jNwL5otsBMhw
247,2.5,PRlRTWlY3jEYPhuVBE5s0w
6,2.5,PRojUfduOKWAtHwK8fSKFQ
0,2.5,PSy3xWMLYjKIDVH9wA6sSQ
49,2.5,PTLgTysqhWpv5THtJabzQQ
19,2.5,PTR3UW5bIC4GETaqbszO3g
14,2.5,PTw5XKERtqcANei1ZakMzg
0,2.5,PWlCzun4rtaBaY7mEHHQOg
42,2.5,PWrcaYgcxkE2dj8FKcwKLA
0,2.5,PXVx_FM7IRgd2TVRrDnk4A
56,2.5,PXuAife1iKNMEsfMLClEcg
0,2.5,PY1spIS2jLYQhacf5JrMGA
52,2.5,PYRr26FH_mBFjZoaQYckzA
0,2.5,PZRLNiVOPuqeCHmFaTMlGQ
0,2.5,PZdcq74ZAiCiD-D3-rYQdg
8,2.5,P_LRsaHj5QqjUbFqmPxJrA
31,2.5,Pc-9Q6To_bYL1AKtFiYeag
4,2.5,PcEW5uZpK18umW4S1eIn4A
16,2.5,PeJjAxf_nzCWmcHS-CLSMw
0,2.5,Pf75K2h3UnqsPicZvs81dQ
0,2.5,PfjUbRBinTaxpNdNzqW4Fg
47,2.5,Pg2MaVfx1eYWLv62n5M7Yw
6,2.5,PgUD9lx6hrk6sQOMcaLjeg
0,2.5,Pgq4KVfxGS0qkDOTBA6jSA
0,2.5,Pi2MG7oZ-RlcHKnJoSaL6A
0,2.5,PiwrG4ZGV-VViCpP-4sgSQ
12,2.5,PjCguIaZYX8YRfyUVh1AXw
69,2.5,PkF5Q-kiiRunvAuehU2cQA
5,2.5,PmDAAX0StFrVhacRegKoIQ
1,2.5,Pn2yet1BUSiorcuzmwiYQw
0,2.5,Poy0fQEDH5RgJ3FQPK2JLQ
23,2.5,PozpFU8F7YY-79HOdNwvrQ
0,2.5,Pp8IAnw6YlN7YJQb0meOJw
0,2.5,PpZb0l7VEwT5S_MYMG9yqA
0,2.5,PptEK7sKCQKRi64QBaB5xw
0,2.5,PrLWq_61SZZZsZM9pI2fCw
34,2.5,ProyZjZNf8MlHgIG-wF0Dg
17,2.5,PsRA4h14xOn3GnqB8I_VvA
10,2.5,PsbdQm6B6YAh5LkXGdNZRA
14,2.5,PuC4zZVceOUsXWhj9t6OvA
5,2.5,PvFISxCM3jK_gZL4ag2_fg
0,2.5,Pw42VRgupanG07foNuBSMg
0,2.5,PwoxmKF6KwL6Emmunb0vAQ
15,2.5,Pyr5vZmAM4voLuMoQQ5FYA
38,2.5,PywHKHvdFX2eJGVENpI0dg
8,2.5,Q-uhO8TV6bE7QekMsSFVIQ
0,2.5,Q1TofnFQ4sMFA47sGYAyeg
0,2.5,Q2WdNfIsPBPJJymkfmNeUw
0,2.5,Q3_QKeNVZj4825uTjhbcaw
0,2.5,Q4b41tCFhp7W2hF5U9nfkw
0,2.5,Q51fdcmbhtf9GnTrtk3cQw
8,2.5,Q6g7UhjLo-tXdsFcIhZ8-w
118,2.5,Q7SAbnbAhr5n3_S6tF0fQg
0,2.5,Q89YNf1BHZQhmIDTw-hIpA
32,2.5,Q8CY8fOf7ogelTGNseR3Yg
0,2.5,QCfSbFC480fiHW_NhqQajA
78,2.5,QDTjDNqQu0ICsZplOJDWlg
0,2.5,QE2wimfw3gyHKOm0CBal7g
47,2.5,QFfJRM03VgOgaI6ixE2YXw
0,2.5,QFk2nARUi-lVogw-NLHR4A
0,2.5,QGN4Mvh4XHUEGfdoHuc6UA
0,2.5,QHA3VrMBcFJ1cwGw-MEt4Q
70,2.5,QHP2Lx3AaQb-fKpUJTQC-A
0,2.5,QHgKiRQ0xdmloF6ivpg8WA
0,2.5,QHwY0Q4j76zRTXORYJ6Qog
0,2.5,QICFYghZno-lxb9cgeA4hA
0,2.5,QIRlG5VrepTXQ9moNeBhPw
7,2.5,QIwZYXIiqEKdK1ACAOVLHA
0,2.5,QKISMrSAbHR2j20EhJ2FuQ
0,2.5,QKYH0V5HNt62LGnQVdUl-w
36,2.5,QLQILQrtJmPGxdi4vbdXQg
0,2.5,QMCFi0T1DqFHoRPoMdt4kQ
67,2.5,QMw0agwKfTc5tU7WB1NOCw
5,2.5,QNGR2Sevke-M3aFhnOSm4w
0,2.5,QOomhdqi1JYCWhKed40c2g
5,2.5,QPu8U2xjWvzTOU3Nx6kPPA
47,2.5,QQ4sO_x9gzDhvmd754xe6w
0,2.5,QSImP4NP9KkXfjdZU6CL-w
6,2.5,QTKHW1N2ukluZfkgPQTqHQ
0,2.5,QVQZnByRmO_w_IvzVE0fWA
0,2.5,QWzYxpXRuEy0Yc8qcRUhQw
16,2.5,QXDfCAu1fVt0oxsXd4I4mw
0,2.5,QYJOKVNXzP0ug3lEvivgMw
45,2.5,QYTc6askV98nYW2rgaSAmg
0,2.5,QYwhOtmh35-CMbkNk2TaRA
0,2.5,QZhxPCpITTGoavn0RWSmvw
119,2.5,QZxHajqmhifn6Uz6JcUyNg
208,2.5,Q_A8Sr23g4vyrw3XXaWSRw
25,2.5,QbFi_-TsPnR69KPg8ZG9bQ
6,2.5,QbpDway89HOQi2xZzLtuIg
0,2.5,Qc0yWgkTdUd93yDn_gN7Kg
0,2.5,QckIpkpyVmGc8p6P1DAizQ
0,2.5,QeZpim9cG68EqVBCA8CUmg
0,2.5,QeyP45MhFGBinRwuPkVuBw
0,2.5,QhAr1enou_HMHyN53lRtDQ
0,2.5,QiiAM9FxKtS1HFGZG4nY-A
0,2.5,QkHJGJ4Kko41maxcDMzyNg
0,2.5,QkUm_pX1zKBAXNLlzUAChw
0,2.5,QmkVU4m3UHwKTBAoQrRUCw
0,2.5,Qq6J6gcwCZT81xefUKTNYw
0,2.5,QqH1v0AogB8axV-__zI0Nw
0,2.5,QqdKHandepjwwpYY9pCJdA
0,2.5,Qsg2bv8NZg6tpKz9hGnFtQ
48,2.5,QuinktX-BS65TAss2MQJAg
0,2.5,Qvmh7oOiv5h05TYpM4VGUA
54,2.5,QwxkPvSZtyIb0hLBwhBzAg
0,2.5,Qwy_JLJqfWpMHVRUJEfOGQ
0,2.5,Qx9sBRE40nmVLQo3PIDTYA
0,2.5,Qxkbuey3rj7F0P7GxXb5lA
0,2.5,QzxVCuO5ApekTAhJJNZRAg
0,2.5,R-lTlf0SjHSMpSIN3MIrUw
110,2.5,R40JzBT7jrPVbXCr6zmLWw
0,2.5,R48t1hTPRt6mok6TNB5FuA
41,2.5,R4Ycmx-tEioL8gSj8WRONw
16,2.5,R4uB3o2BZgDEc4B3v1fazw
6,2.5,R5UHJ6wrhSs4CtCKGQ1DHA
0,2.5,R6tGA056tKu_7YqfyL1bzg
24,2.5,R8uy5VFYyCXSQnwD-yD8vQ
23,2.5,R9MuNwdEhowrH3EHh98oUA
0,2.5,RA2e8Onro94mAH9bsukvNw
11,2.5,RA6vYAPtchPupbbHsSHFeA
10,2.5,RB0ZGpQ1CUauf5BKTdj_LA
27,2.5,RBFZ7Ys_ysnS6-RePUs9qQ
5,2.5,RBKCnP82MDc0ZasOGm3xGA
0,2.5,RCA4NU64CL2Eg0UN0VZKWw
266,2.5,RCmqDtxfl0poR8UnFORWyg
66,2.5,RCu6rMEuzYobGOSVws40fQ
1031,2.5,REmBxSRBi_FDgwsTnjl3hA
18,2.5,RFhEnMxAKJw4sm_jPYeaWQ
0,2.5,RFiIdyqVy2XsEcaxAy5tDA
54,2.5,RGg17i-M2B7fPT_3jLw1Hg
7,2.5,RGjokttxmK9-jTTntGB-WQ
14,2.5,RH97wPsSwcEz6cUOSXkedw
17,2.5,RHfRQ5vhojX3JEi9GcxvsQ
0,2.5,RI187wIJxQpExbZ37L9z2g
0,2.5,RJPSLrwQ0lwptgkpMUcRXA
0,2.5,RMDkDsOlvB8rFbbmhHFAJA
12,2.5,RNAG43sDB8Bu8XYsSeQ-Mg
0,2.5,ROVr0jZl-7ChTEl5YK9mqg
0,2.5,ROpGdSeomO098Y-WMaHptw
40,2.5,RQ4XAc02xonb5icijA0DoQ
0,2.5,RQCTr65JYqM4e1JxpJEQyw
0,2.5,RRCrJ7NKG6HZ3DliUkpyig
49,2.5,RRYpuScEa4sz747Ep6co_A
0,2.5,RRbZcbdc7siHDsoR4a04jw
0,2.5,RSq9drLxUyqzzoVHd8FUJA
34,2.5,RU1TD8xV1BG7D2-Bqwj2BA
32,2.5,RUTePfY4S0YZX4ZBsfJb8w
43,2.5,RUpv5KErm87G1Hh1_uxXQA
0,2.5,RV75Q36n8KdaQZ1v1xFrlw
