business_id,restaurantspricerange,income_range
t05QfCkpR1Llws-XkMHaAw,1,>300k and <400k
byf1dUfz_sqd2plTUB8tUQ,1,>300k and <400k
aBViiOFzADcZccvTy-Liyw,2,>300k and <400k
QdWjh0yisgIiax6sWX6f2g,1,>300k and <400k
lCMN0raxlHnBFDoLgkz4sw,2,>300k and <400k
Izr_V4tK9uvu-beh8IZWow,1,>300k and <400k
VXX-w16d2o3eGBJ-7oB_4A,1,>300k and <400k
LtJVSLSocrP2BK8YOl7bJQ,2,>300k and <400k
MqvMaY-0nmmZYf0B7tDBbQ,Not Available,>300k and <400k
mVX6Q-eDhctEpDSkcyL8Yg,2,>300k and <400k
rlhahS02UqkfzbjRsxY_Xw,Not Available,>300k and <400k
x5gOXDoA23rauZBxWItWuA,1,>300k and <400k
ULGoHTVLp5ZgUEBoxFb4vg,2,>300k and <400k
mRHzuda9immaXVByLYOZ-g,1,>300k and <400k
9XovFXshYZEqA-4v2mzh6g,2,>300k and <400k
bscu-SBCoSyOCsPYloCyhg,1,>300k and <400k
GlPCZ7slFPxv5ELfVghU2Q,2,>300k and <400k
hXI1Yg55Rn-hoaYr5Jpmnw,1,>300k and <400k
4R0jfKnAnmoC29oEiiBfrg,1,>300k and <400k
GzFD07Y8SbSF5ZPfhmR_ig,1,>300k and <400k
6-bQB8kt3uADHQFOiISRjg,2,>300k and <400k
Uoj6kJFNhI9NUMd0Y9wj-A,2,>300k and <400k
igO5wbUsQPl_qKGnFD7SEA,1,>300k and <400k
xVRwHuUjJVB53QfFhYiLAg,1,>300k and <400k
l4oz6u7sAO-cH2k54JnEzA,Not Available,>300k and <400k
zoV-2pOckokrnUWW-yNTzg,Not Available,>300k and <400k
kHqI9yBZaGkB8J_UAVjwMQ,1,>300k and <400k
FCLZur9u_GpxdPfXVSaYAQ,Not Available,>300k and <400k
6R1sAd6aBfB9s8S7ioLFgQ,1,>300k and <400k
RWxfQ6qpgrfISg2exy9cvg,2,>300k and <400k
xXiDm_W7LCizvDAXCt1sKQ,2,>300k and <400k
3KrxlYenUbAheaJWLTh7Zw,1,>300k and <400k
Iz0pEwnByama1FwQ6mtOcQ,1,>300k and <400k
5zsd37EdSilDcMo52K0AyA,2,>300k and <400k
NhqPoupqTH5L-24fTQTaHA,1,>300k and <400k
rbXAFPz6IlsSlRfmi4H8Jw,1,>300k and <400k
I85Emtr9GiNrPpAN4cs3dA,1,>300k and <400k
IRt67nCzhml87XGD9j2VWA,Not Available,>300k and <400k
fKN1Dn7N97cvgzKMlZIIoQ,2,>300k and <400k
MKo2iDx33hXHHx1tvWSJaQ,1,>300k and <400k
pX2iFOlfRV7x6HHSk2PFzQ,1,>300k and <400k
Nx3MPQVD4LWkGjNodq72Rg,1,>300k and <400k
QEfxIS7ERZjfB-FuomMlag,1,>300k and <400k
yaKGFCnj_bUFe_zWBJDp1g,1,>300k and <400k
ECCjn1X-_lpie_DUIZfdsA,2,>300k and <400k
rsKAdKuniTp3MUavyCn3Pw,Not Available,>300k and <400k
PXCJpWDUJMf4zjxVfDQseg,Not Available,>300k and <400k
t2gMDfrsAGCV8S8gMtTXFA,2,>300k and <400k
vq9wUaTg0SZvzKR8Ug2bRQ,2,>300k and <400k
RGITbQOvmiSuUIAWm9abKA,2,>300k and <400k
tkf8F4M0s5uo8A2DuWtnHA,1,>300k and <400k
ctfdscHwPFsbi-YlhpQpVw,2,>300k and <400k
K7J1y3uzUZn90Es70RshEQ,2,>300k and <400k
nNowg_k_z_RqoG4cBxTdRg,Not Available,>300k and <400k
jYsDyARh2nf4p1eH0nlvYw,Not Available,>300k and <400k
DvP4ZL3zQDg_2oA5iqgxbw,1,>300k and <400k
1qU678xPL4CdHhdUBCGtsQ,Not Available,>300k and <400k
pBCRMPciz8MIDnsPJfEGsA,1,>300k and <400k
A_IVFiGMSQO5Axr1JBNo7Q,1,>300k and <400k
8M9MTHDHXDNk9l4BnR1euw,2,>300k and <400k
mWglw0wqNq275QA3GXjc_g,Not Available,>300k and <400k
Ui5RC60my6HBE1blB3xOAQ,2,>300k and <400k
GSPVkSkXBRV-pfeC10aO5w,1,>300k and <400k
Nsim8k-21lwbfzMk1GMfUg,1,>300k and <400k
akLv2jMYsFZeBKuBdBvaTQ,2,>300k and <400k
I2lap-CcjxnTYd7CMXKxlQ,1,>300k and <400k
E8F4QcCBTXimwnJLbnt94g,2,>300k and <400k
VxZK1B_4q0FzzQ6Vln0V7A,2,>300k and <400k
PIrlICcWf_3yw7_uA4hZBg,1,>300k and <400k
mTDUvqfqg72hndZbjbApAw,2,>300k and <400k
hgY0FDKJ0JIFBMvv6ztBbA,1,>300k and <400k
TYDCjEMga3cm7k638hKhTg,1,>300k and <400k
1EkC4GEqF99nf-XrJ2wzsg,2,>300k and <400k
ZZgPPl-nzafHDSZbGX00Sw,2,>300k and <400k
FNZHskbUlx_67MWoDC1-Yw,Not Available,>300k and <400k
OJ-qXQXdtDxE2KfTZKzzug,1,>300k and <400k
K2M9A59nWS9Cc8MiyD6Ydw,Not Available,>300k and <400k
BpZH3YY7GxR-Fzchu8L95A,1,>300k and <400k
LLVlcdH_-GMIciWmuBL2NA,2,>300k and <400k
gyBl4P-BjMv2nKvO5h1ELA,3,>300k and <400k
PNuPnJSwGBaqvD3fUKo4Ow,2,>300k and <400k
RIIHDDT6jeYZ0EggIRk7TQ,Not Available,>300k and <400k
aKkBBvvvDlatW2eHWBJwkQ,3,>300k and <400k
t3QIK-tYoPoM-aIL02yIRw,1,>300k and <400k
aH-E56it_hM8Ks8Qcei0tQ,2,>300k and <400k
Sf_Yhckv9CqpOySb6VUDZg,1,>300k and <400k
xu09L0GTUE4BTZhFuf1Hgg,2,>300k and <400k
AXbyYBfo5PejaT7x1WqIJg,1,>300k and <400k
Hli2Q-FKOGdxVGq0G86X9A,2,>300k and <400k
iJUP4ctCFxMXvzqGDBe-oQ,1,>300k and <400k
Ozq5Toe_Xo9TKAA_jpq7cA,1,>300k and <400k
dfZAfuBrm4hkhag5bEakzw,2,>300k and <400k
QJoyQm2baJRhdKoWDHYAzw,2,>300k and <400k
xmieo5EN9GQsGKSOi7aUXQ,Not Available,>300k and <400k
CRV5pbiOC_EXCqQrRZ98BA,2,>300k and <400k
AHlDLrr6Qx3EPBEU1W9wUA,2,>300k and <400k
M-FkPY2OuXzWyzrvl-u6hw,3,>300k and <400k
zMiyySroZEROfI_dxr_Ggw,2,>300k and <400k
w-pYqIFDtL3U15yNgLlBsg,1,>300k and <400k
shNzGcEJF9YjX8Y9ZCwDfg,1,>300k and <400k
GjphHgL108sCxVH_C-e4zQ,1,>300k and <400k
VbOvUSeBCpsw6T6RFFo6lQ,2,>300k and <400k
kBGHB5p4D3y40pzI05CloQ,2,>300k and <400k
TwxcQS85kFvgH3WBCncZmQ,1,>300k and <400k
L5GOM_7288_rtTq5wkpXlQ,Not Available,>300k and <400k
oYpQs22iUr68hSiTh7pMRA,2,>300k and <400k
w9DhpGFJuSb0vpMBXpS6cQ,1,>300k and <400k
_wbPDb-Kdx5BAEU1Yx6uog,2,>300k and <400k
a74NJ0ftVg85t-PFnJpfUg,1,>300k and <400k
rLCMkeNtti0sCJdO-1gkKA,1,>300k and <400k
BIXa48VRN3BwMzmt6OhJLQ,1,>300k and <400k
6XS_dFD_dzyxvZ7UjGW6sw,2,>300k and <400k
G61j0Q6bH3E9LPUHhhgmyA,1,>300k and <400k
lzIidIBcG4-BUZwiubH45Q,Not Available,>300k and <400k
1s8jekQDpPcnvTMWndbnag,2,>300k and <400k
iFjzY8M7AQcoUKjZ-CJGeQ,2,>300k and <400k
NDdZ_59o1wADZG73gWOZxg,1,>300k and <400k
NsE1oIckP5CcmezF2UzMag,2,>300k and <400k
6RVhSWX7Z6wsw4CVrZRbkA,1,>300k and <400k
UiezqFjr4A7SVYSG1Brf0A,2,>300k and <400k
zVhHUkmXib1Ef9-6WvVRcQ,2,>300k and <400k
WJiV5LAjH97KIa2PSuYjRg,2,>300k and <400k
cBQmoS3BviVvkzlBWm6RHQ,1,>300k and <400k
SZRvorivWWXDkO2XOyRWUA,1,>300k and <400k
eZgmfqTW8oKCbhXM3fKV2w,1,>300k and <400k
-Tin7CjW4ZdE2uciSWnG0Q,1,>300k and <400k
8WI-PAsw7dTDcHSwcgvw-A,1,>300k and <400k
ENc20M92cewif8ooGzmYHg,2,>300k and <400k
ixCPiCXBg9Ixx1re72bRCA,1,>300k and <400k
Fi8pBHcFvRkaJO88q6T69A,2,>300k and <400k
kWoGp99Fj8bDTdZaVk3vzA,2,>300k and <400k
9O76GbJJ1mFI_j2CzIFxUQ,Not Available,>300k and <400k
o9xbLZ8t5tJF83MgvBgNIg,1,>300k and <400k
Y0aF99NHoO8aW_VumIiDzA,2,>300k and <400k
lcarZ5Oj_pWYoENAEK2t8A,2,>300k and <400k
9TLpz9sndFxi2ucjNAGK2g,2,>300k and <400k
8OrZT_YLXlF3FGyArtvGGQ,1,>300k and <400k
3YsJCNhI4Vw7OtweFN622w,2,>300k and <400k
fVuPfoQpc-xOn9X_7f2-GQ,Not Available,>300k and <400k
Mgq6xZ0syYVNwJ5DyyYXgw,1,>300k and <400k
f8GR8jqpjccgb0jXI95ByQ,1,>300k and <400k
7_6-0zmvcJydp1ZFwHJSpg,1,>300k and <400k
-PBAG7L0zQ7PfnT7LdzHLA,4,>300k and <400k
RNT9iZrI6Pin-YHdYvZvLA,2,>300k and <400k
_FBouuRbbq0Hl-m6ma46qg,2,>300k and <400k
6UN-aw4UdPePD97jiboMbQ,2,>300k and <400k
PXwuFdwPtVtYtOL-zxcdMw,1,>300k and <400k
_U29pRKPP1Lp6fhWJ-Sr5Q,Not Available,>300k and <400k
6bs2Znus-LK2kL2-1C85hg,1,>300k and <400k
nASLfHYv1zC7zJYdKGJl8w,2,>300k and <400k
4oaguwA4m2uVxDckpvivmg,2,>300k and <400k
yF-muq-4vG-V-hKgmMcRvQ,1,>300k and <400k
QgSweP7K9EihC3YOQvZ9zw,2,>300k and <400k
nCP-u3x5a6TKhJ1odHmkbQ,1,>300k and <400k
AXyFZ65s7QZ2ZaaURUt9Pw,2,>300k and <400k
tkWC-xzuv41qNFDBBj67Pg,2,>300k and <400k
IBhOnZudvxqoiY8lGYk94w,2,>300k and <400k
nC7jjDPdHwtinKSXpOHpNw,2,>300k and <400k
SlGmAWMubRSgU70Kswkmhw,1,>300k and <400k
OQcmhsFmsVxpdoyegCr-QQ,2,>300k and <400k
emKpJ_RcjDK5blZspbuNpg,4,>300k and <400k
zqCf8NExm94xFt4Z8tmJbw,2,>300k and <400k
v_vLGbFhuG8cqtkX5DoVdQ,1,>300k and <400k
ylSiasI-JRx0wMU8BEcltg,1,>300k and <400k
dIk3EY4-DTf5VKAOJsdrYA,1,>300k and <400k
rAYc0TjLRFyaKmKIZPcnrA,Not Available,>300k and <400k
AjPE8KPBgefDuN81V6kPpQ,2,>300k and <400k
RUyjUoqnJ1Vue443nA3uwQ,1,>300k and <400k
S9MT01k6OHy9BbvP_BIHcA,2,>300k and <400k
eaeuswDi4Lfr9qVOqnbviQ,2,>300k and <400k
sJoCU8b0WEKeDaP9obYgMw,1,>300k and <400k
XUl4zYTQ03aF1Twp5zMH2A,1,>300k and <400k
kZtRAdoLiIXSrNOee9FvXA,2,>300k and <400k
W0Lmpe7yIVercq9ouNzrxA,2,>300k and <400k
XKqT-bYd8JVJrviYO2S5xA,Not Available,>300k and <400k
MWGhDVkHxgyxl_SfEWeSgw,2,>300k and <400k
WeAMq_YGgAnuayjJHi8gQg,1,>300k and <400k
nqpxX0XLfCc9UnK7wxuEtA,Not Available,>300k and <400k
O7nA65iSbsnF_UMsnsD0Zg,Not Available,>300k and <400k
PcEW5uZpK18umW4S1eIn4A,2,>300k and <400k
m6Xgrqa5i2JSlKqfzkwy2A,1,>300k and <400k
M65Cr0yMqo8UvC3v0WKaAA,1,>300k and <400k
paPgacT64BIbLwTKLUHw4g,1,>300k and <400k
5STbrZ-GGRZbhH26s7j4nA,4,>300k and <400k
aByN1vRZfZuygaFOlU-5WQ,Not Available,>300k and <400k
p9jbZ0E4723w08LWNCDSiw,2,>300k and <400k
5jCQ11S5j3-YUUk_ERCpAw,1,>300k and <400k
LM88OPs8oB-lxKwAwDOnGA,1,>300k and <400k
6zh0wz8GWeBLxvafFakDuw,2,>300k and <400k
J9TSBaWEHpRikaa-xsXaLw,Not Available,>300k and <400k
UvMqg90fkrtW9YI6v01bBA,2,>300k and <400k
4jmJfNpYghoTFHe5G0zahw,2,>300k and <400k
5UZpTm0JTWuV8-nfv0Q2UQ,1,>300k and <400k
-yZlnoQ_-sKw-v2qhBA2YQ,2,>300k and <400k
GApU1T2Y1252o0HYzi-fug,1,>300k and <400k
32sk15wEZbaUF_lp97uDTQ,Not Available,>300k and <400k
Q3_QKeNVZj4825uTjhbcaw,1,>300k and <400k
EtamYJuQhgLTObdR2DY8aw,1,>300k and <400k
CQV0WtOcieh__Ih6gP4vLw,1,>300k and <400k
ayzDygu0mbJJywL-9xoC7w,Not Available,>300k and <400k
XBimDP8hZCzr7hINiVzwCQ,1,>300k and <400k
hMXmkxDN5YhG14_kYfPJfw,2,>300k and <400k
I3ufPoWSTXAg7FeR_ME8YQ,1,>300k and <400k
Y5Gr-LF7qoczGvP0Rrc0fw,1,>300k and <400k
pkVpKF4Qzw94cga-Cqo-uA,2,>300k and <400k
hHthBjajJOiTomzTfkHcag,1,>300k and <400k
DasewFObDn2BZDoPwMUvKA,1,>300k and <400k
5qX8B_7LNNDZz9GZK76Ygg,1,>300k and <400k
MMBc4BelkWCZjMLpDIRd4Q,2,>300k and <400k
pdIUIEoTau6Zf4t_EG6Hyw,Not Available,>300k and <400k
zmkHhCBRmFQUeNDiXxuTHA,2,>300k and <400k
MA3mDyMK_-H5TcGfJzbL1g,2,>300k and <400k
xhRbFSzfCkYot_-e6VMnpg,2,>300k and <400k
39K3YQ8ZTUoJXMnpjtP4UA,1,>300k and <400k
gjWtb3F23YxfYvRHWbvWWA,2,>300k and <400k
OP0xCQM6ih4VEhl2t39Z-g,2,>300k and <400k
6Lwg0yXiNamwOFFC_32OZA,Not Available,>300k and <400k
7R68Kg6adnzicSp5m5CjSw,1,>300k and <400k
Qfh5uqZMzS5XB-7GXsgUhw,1,>300k and <400k
6lWeoY6C1Yl3WvrN0ilm2Q,2,>300k and <400k
9nh19TrTD6OoiEiOuCoejA,1,>300k and <400k
Tyf0P9SMnc9Q7jXF6JO3cw,2,>300k and <400k
tKkqvB_YPwOVW_rE-f_0wA,2,>300k and <400k
woO-2zGnyCEGOFjA-fuNdQ,1,>300k and <400k
ln2B5LzwqaVJDTXnFFo_xw,1,>300k and <400k
MZUafSa81_vmRMp5UWO-eA,1,>300k and <400k
jIbi_gVLVB194bZ01gJ2Mg,2,>300k and <400k
CzzkGwY4N-tW8lUOPKOBNA,2,>300k and <400k
Q3ubxPodSR9-0eTcLdxKHA,2,>300k and <400k
CdvnJAdlMljh0JQzWzZRHA,1,>300k and <400k
TqDtTxBTd7a1mrJWSS2cNA,2,>300k and <400k
XCPxbHLo0kmWSQv3ZqJvBg,2,>300k and <400k
tVhXK2l9iMwTqkeWDWDiTQ,2,>300k and <400k
Dv-n8rW1l8r2MZ2neW7rpw,2,>300k and <400k
GxCPSRIZ-PvKQkMEKM2ulQ,2,>300k and <400k
xyujSxd7ClQiM2LY95OQSQ,1,>300k and <400k
MovPLAPho9dqF6dK1UvxXg,2,>300k and <400k
2FPqfGIfBcpk5uRjb61e3w,2,>300k and <400k
d8B45fXc16UcMYXe7Hbuaw,1,>300k and <400k
t2OhFTTcMgpjVzd8LYyxCw,2,>300k and <400k
_YjeTTAAEu8Kk6gf0qMZNg,1,>300k and <400k
ebFy_AWpR9AqtEzpdcD9BQ,2,>300k and <400k
C3-m3wOZfYp7tNqKyHUcGQ,1,>300k and <400k
nwU1tKh-D68B7Z44DbDwXg,2,>300k and <400k
8ofCsmE_YR-DLUoRhF7Tbw,1,>300k and <400k
iuMh9zpYI4PahKwdfzfxZA,2,>300k and <400k
3NJcVRQ7e84H6IcE74WkPg,1,>300k and <400k
dsYOWeRSD1lvR3-XPV4-jw,Not Available,>300k and <400k
ZD5kNiYNEPTCygZEXJg4QA,2,>300k and <400k
iQtGgTuPT7Zb_AHtLxl5sw,1,>300k and <400k
kAFRR5tmi3RI8-XfLpNi5Q,2,>300k and <400k
6hAeZo_UMWAj9WlV-KA1Qg,2,>300k and <400k
CwGXGWKENxJ6XsvuSPs5oQ,1,>300k and <400k
GlbuMWQK5oIwXd9EE93iBA,1,>300k and <400k
_kYzkcPWSCoh6UHQJcmePA,2,>300k and <400k
UAPC8w0gfnay_2bjo6Oxlw,2,>300k and <400k
3J2imN7dYqzYeDUEZdO08g,2,>300k and <400k
OheZ5wmPvnE9l3GgNz3pEg,2,>300k and <400k
aKvu62EcEWcHgGArrf-d8w,Not Available,>300k and <400k
09UTOsEwCbtOiN4r5t3UOw,2,>300k and <400k
bIrQmUeBtfTdRT4S9Y3mkQ,2,>300k and <400k
4lh4qhKXYRdJAo6fMeXC8A,2,>300k and <400k
-wB-P4r8knsWw17CTXRamQ,Not Available,>300k and <400k
WkRqBvLRcuvDlRlSufF4kQ,1,>300k and <400k
YyE8sPnsccZdPRZ8b_t5PQ,1,>300k and <400k
RigU2n4W4NCl3bdPgRdd6A,1,>300k and <400k
meum5FNAp5f8mxG2N4a_Og,2,>300k and <400k
cRlX5ItIDTm3ig8GfvGL3g,2,>300k and <400k
nH0oHxJ8B8kmy5KjHnrpCA,Not Available,>300k and <400k
e4M2ICNBhMxUVC-b7QNsXw,Not Available,>300k and <400k
Zj-K1lk0qHFXe245wRBGyg,2,>300k and <400k
awNipd67RPoN6qy1P6z2hg,1,>300k and <400k
oYkdPsECEjZVYyKmb8EdIA,2,>300k and <400k
8ly4-S_AgIJBBvZawC75-w,2,>300k and <400k
oUf_HbumBTORzZ2F0klznA,2,>300k and <400k
DTUSWPA8404_sAtOXWcOAA,1,>300k and <400k
B6YsI_cwt4lWvJZsRpQYww,1,>300k and <400k
HYX36WXeTtqnDC4bc9SH1A,1,>300k and <400k
7ldhMPx4MBqQu_1Yj61T-w,2,>300k and <400k
XcK6aOyv0vA18xDQ58YOgw,2,>300k and <400k
XEnYc2EJym1A_zPLdTbmhA,Not Available,>300k and <400k
UIELOyfVuKrW8rdTOWQa7g,2,>300k and <400k
cPoLQY-gRq1y81QsZh0grA,1,>300k and <400k
vsS0M6qbVFaCFKYZA2Iu2g,1,>300k and <400k
Sru1jt1d4XlYZIbHNX0MTg,Not Available,>300k and <400k
tWqcy3Q7GP73IoRGN2NP1Q,2,>300k and <400k
j_hShq99ICJFWzFNG464-w,2,>300k and <400k
XdksV-gUjkNoAAkdWsrXPA,2,>300k and <400k
96_4Q24S_GPhDp1O_42orA,2,>300k and <400k
PpZb0l7VEwT5S_MYMG9yqA,Not Available,>300k and <400k
8BJLAhaaWcA8Q2SjV8f1eg,1,>300k and <400k
dVzEAnyh1697gGSz16y-7A,Not Available,>300k and <400k
2gOek5OeA40UR0wvm9sMEA,Not Available,>300k and <400k
nzfWms3BZEBmJKAShz81eg,2,>300k and <400k
lceDKVE-V8dXNFukbpTkbw,1,>300k and <400k
sCIgszfOQ2FgLf8B2z-FnQ,Not Available,>300k and <400k
xWyuz6-7X33QQg1OtKPFKg,Not Available,>300k and <400k
57cOo_qgL-dhK0zldb6PrA,3,>300k and <400k
MUtnULdG2SSLHuJk55jTcQ,2,>300k and <400k
pNI0V_2UAIzJGU2J7dB55w,1,>300k and <400k
EwMDn8g-_BF_rEf6FFumrQ,1,>300k and <400k
PHzAj5xMV87MZEP_1SW8zQ,1,>300k and <400k
nzJngq7WFm0P9v1yZxoDMg,1,>300k and <400k
mpvzs83NyLKDVAtvI0oxBg,Not Available,>300k and <400k
XUF26OSP_sSm5JWI5OXoxg,1,>300k and <400k
Yz2lwK_g4K1aO5vMNto7iw,1,>300k and <400k
dgZYQFDFS7cJbe474pIt5w,1,>300k and <400k
WjnPQa6DYwnOLWA1X3EISg,2,>300k and <400k
wWbcCDmNrLROhufh2dZ8-w,1,>300k and <400k
GmrBzyJM1_mVf_azDrLwFw,Not Available,>300k and <400k
CD5UFFwNoa6l8lih1OLZ8A,2,>300k and <400k
1NOMm_z1gmI1pwYpiYXKFQ,3,>300k and <400k
eNk05xdapvviSnPkvJAgHw,2,>300k and <400k
MvLiKMYpRpoKefFwel5GEA,2,>300k and <400k
fwGobdIZiKifpjIe0w1RIw,2,>300k and <400k
wKXITlygKj6_z43VikVIHg,1,>300k and <400k
pHNgpEaFBinV1btLeFTCvw,2,>300k and <400k
Xf0KaTAVyZlSz2Ys1wBGjA,2,>300k and <400k
dbmAU7rsSq4JF6lqDMWrrg,Not Available,>300k and <400k
XhCurbX-LnP2m1gDnlShEQ,1,>300k and <400k
CXTsbhltf26t7L4WQvssBQ,Not Available,>300k and <400k
mdqoWOmXCP5dqQ0IWVwC_w,1,>300k and <400k
ouHtxTVTVDB8KZ5mkLvU2g,2,>300k and <400k
i-irYF0w0vwNI2U02QKQpw,1,>300k and <400k
gY7PaZvXMEV3FbHUDPkt2A,Not Available,>300k and <400k
CR7E75UvIFiQw_I8FAnSLA,1,>300k and <400k
mZh4fZUoxiQobYEVDq4I4A,2,>300k and <400k
JWY1ViE302KoVdhu_0Ry1Q,1,>300k and <400k
Gx0UVCzWbqeUQpXNZU2ftw,Not Available,>300k and <400k
sp71tuiYavaGIfb5tGEQYA,2,>300k and <400k
7BqGVTf5NQKzqAoo_c7WRg,2,>300k and <400k
4XM_h6Gs2EdGGqMg6SXKAg,2,>300k and <400k
eXkbL-ZTC1Q74uNi9iBa0g,2,>300k and <400k
wy083KJ6Y_I6RlPYnja1ug,2,>300k and <400k
6fF-nAA2AWTPYF2vlOzqtg,2,>300k and <400k
mum-DCYPzD9uRuMwXoNmfA,2,>300k and <400k
pNg64SeHUq5TM8-hg_AP9A,2,>300k and <400k
FoCDxm5kxCm-YqKHRenxgw,1,>300k and <400k
XeGoe2eGu9K4qpL-MWGGPA,2,>300k and <400k
wL2bLGtwhEFaBk1nw4hfRg,1,>300k and <400k
jGennaZUr2MsJyRhijNBfA,2,>300k and <400k
wuiDoeKWClLrr2g2LSXA8w,2,>300k and <400k
YtZKW4lpN6A2t042gl0dxA,Not Available,>300k and <400k
MUA4S74hYjUGVtDNf8tj6w,2,>300k and <400k
MCPwMPmPS8tYVGcjWEoqFQ,2,>300k and <400k
lQ7FLkqj5vAGNRyZyQroNw,1,>300k and <400k
5GpWwHKMX4yObZrsguE80A,1,>300k and <400k
CJ0DuAPIract7wPMWgsXbg,1,>300k and <400k
elhYWJXVobcVw0RDC7HeEg,1,>300k and <400k
5N0CdvlXvnjVzWQpTdEMGA,1,>300k and <400k
2RGE30oIgzFxarYOYg3Tnw,1,>300k and <400k
wZYwI0gvk88NT6Y5az0EdQ,2,>300k and <400k
tfdTgV2Sgvk4kY_BpuYeMg,1,>300k and <400k
hcdLtxZ60L9bpUmod7TVNg,1,>300k and <400k
HjDEAtnWmxZU5OwQOou2Ow,2,>300k and <400k
lLPXuKq9jRU06teLRtUjpA,2,>300k and <400k
ImCoM0zQmenCEauHzt457g,2,>300k and <400k
z7M64jciWtR_vdiVQN2u-A,1,>300k and <400k
YgeNJMJenE2xZZ49PyYfeA,1,>300k and <400k
TAspBwkZ6_C1xH60Jc8tcg,2,>300k and <400k
8ul72NtKAPwvPfgMxnQ1SQ,2,>300k and <400k
2QYu6oKnOl0dopMC3nGsQQ,1,>300k and <400k
mHlsKIJqH6SjiWPJM36JZQ,3,>300k and <400k
aU4RZnr2nGB0x8GyRaEC3w,1,>300k and <400k
RP1OpQlFHvvrvZbLN9kxBw,2,>300k and <400k
R8uy5VFYyCXSQnwD-yD8vQ,1,>300k and <400k
zvKfCAOBzVcxc1HLpoIY8A,2,>300k and <400k
Zm29bLI2eYCevnse4n2U1g,2,>300k and <400k
U0XHkvLa_aegtuHJDaGuZg,1,>300k and <400k
bgV_tFbmVDKBxZni2my7XA,2,>300k and <400k
gKnkxVBk1Tstu5QnBjk86w,2,>300k and <400k
IQq7T1wRH5vUhTbKAPzw1Q,Not Available,>300k and <400k
A9ZkCEKrK5cKTYXXCbyiEA,1,>300k and <400k
7GuI717B8NCEiKB5VVpOZg,1,>300k and <400k
Ri3tujeSjfxRP-LB2wcotQ,2,>300k and <400k
4uoc-mqHB7NNVUeVVAP41Q,1,>300k and <400k
G3GwL4alGK8RDpzDQKNb3w,2,>300k and <400k
JzFweQSjdivBYiLA96UF5Q,2,>300k and <400k
5bDScAaO_QwLgAPdq-IgaQ,1,>300k and <400k
vSFwSQtaWAcGA166_HOQAg,1,>300k and <400k
knZLOhq8DG31uEm-gn178g,1,>300k and <400k
xsdJ_ZYzpI-5pMcZ49M0og,2,>300k and <400k
DNZCvkW_oDXQjJHqR3bRLw,2,>300k and <400k
sy4eedKbDwj4rrYGdq0qbw,1,>300k and <400k
w03iyese2deCmzXSgEfvhQ,3,>300k and <400k
akl1PmHnaM6wwH_Hm1lWhw,1,>300k and <400k
b1g-9AqvIifEiL1ESJeBAQ,2,>300k and <400k
9uMX0EV-ueIQ4JoHj6V6fw,1,>300k and <400k
duP6S3Bs_w9W4kAj2-6dag,2,>300k and <400k
K5hoBpUEYgwMPHtHwRDTeg,2,>300k and <400k
2aN4re6qf32cC4GZHETxtQ,1,>300k and <400k
nLpV1_91cb14YLCf30_MsQ,1,>300k and <400k
qPgpx2__GuIrJYMMj-o9xg,1,>300k and <400k
5FdrUjfxDXgghZ2Q4FH3aA,2,>300k and <400k
MXJC-8WYpsyuM8hAenoB5Q,1,>300k and <400k
wetC20lL21yQeBKicut2Tg,1,>300k and <400k
elV57zRNR25PGtQ45U1p2Q,1,>300k and <400k
PS3w7-dtIMni_cpHgZLnYQ,1,>300k and <400k
FB_kGlg70Bo0bAa19Z5HYw,1,>300k and <400k
QcRxCxIFemOduCnAUH4j9A,Not Available,>300k and <400k
4laygsy4yDp4qllErux3qw,1,>300k and <400k
y1sfdxrbmE5GKLF29H0NJA,2,>300k and <400k
w_EBDU-kce_YvGearOLkOA,1,>300k and <400k
KUG1ASDIAHvPtE0eqqDYJg,1,>300k and <400k
J8q0tmKrohIw6We0shrLig,1,>300k and <400k
-Wt87_iiCz4ePaRXFXVK5Q,Not Available,>300k and <400k
wO4vp9arPNjPvP7WTyQIRQ,2,>300k and <400k
thr3fF_TJ_SieuPxC2myyQ,1,>300k and <400k
wQ6ymrYyzZHve2FGOcoVGw,Not Available,>300k and <400k
Ofvs33RNuiGMSQOLcwK7Mw,2,>300k and <400k
Sxr9FykZWGK3QL_odHzTaA,1,>300k and <400k
daUdzT7FwCfOJH8Z2q4sfQ,Not Available,>300k and <400k
9NfthqHCsSnzdsGhq8FZDA,Not Available,>300k and <400k
5UTGLJiuUJdWWXXxIKJX3A,2,>300k and <400k
3GAYrC3z_XaNP2k8qJP-lg,Not Available,>300k and <400k
V-dVahKTe8d5ikGUvgXzzA,2,>300k and <400k
T35F6oGy4a8GhVv-qHoYqA,Not Available,>300k and <400k
ituXZR0MAq5SxKW5lSlrdg,1,>300k and <400k
6oK8LDTf6NimlKfHjIuDTQ,1,>300k and <400k
XtwKkI3vEcJczmGY14Y92A,2,>300k and <400k
nh82n_ZzRQYAeIYC72j1Fw,Not Available,>300k and <400k
6yFFnr4QVIKwvXkS9ZKJPA,2,>300k and <400k
TOZD_oNNvnUBmp1i3cp3WQ,2,>300k and <400k
aAntWIjPrU3Pf4Pr_m7dBg,2,>300k and <400k
8RMMUl3Z6AZtyfh6exjCqQ,1,>300k and <400k
U5ylsCB1uOKnWc6rVI0GGw,2,>300k and <400k
